DATA;ANO;TRIMESTRE;MES;DIRECAO;CONSIGNEE;CONSIGNEE_CNPJ;CONSIGNEE_TYPE;Classificacao Forwarder;FORWARDER;FORWARDER_CNPJ;FORWARDER_TYPE;Classificacao Notify;NOTIFY;NOTIFY_CNPJ;NOTIFY_RAIZ_CNPJ;NOTIFY_TYPE;SHIPPER;SHIPPER_CNPJ;SHIPPER_TYPE;CARRIER;MERCADORIA_NCM2;MERCADORIA_NCM4;CONTAINER;ORIGEM_TRADELANE;ORIGEM_COUNTRY;ORIGEM_PORTO;DESTINO_TRADELANE;DESTINO_COUNTRY;DESTINO_PORTO;TEUS;Negocios Com Craft 12M
30/04/2024;2024;2;AGO;IMPO;Macedo S.A.;35.946.807/0001-04;REAL DONO;Jesus Caldeira - EI;Fogaça Azevedo S.A.;03.176.529/0001-59;AGENTE;Correia Ltda.;Correia Ltda.;90.218.376/0001-60;90.218.376;AGENTE;Casa Grande S/A;82.046.591/0001-00;FORNECEDOR;COSCO;42 - DESCRIÇÃO NCM2;4240 - DESCRIÇÃO NCM4;ISO;EUROPA;EUA;TAIPEI;ASIA;EUA;BUENOS AIRES;3.66;SIM
01/07/2025;2025;4;MAI;IMPO;Vieira Barros S.A.;86.309.572/0001-72;REAL DONO;Oliveira;Sousa Câmara e Filhos;38.601.527/0001-44;NVOCC;Alves;Alves;90.436.785/0001-32;90.436.785;REAL DONO;Duarte S/A;95.723.068/0001-05;FORNECEDOR;YANG MING;34 - DESCRIÇÃO NCM2;3450 - DESCRIÇÃO NCM4;DRY;OCEANIA;JAPAO;SHANGHAI;AMERICA DO NORTE;BRAZIL;MONTEVIDEU;3.05;NAO
07/10/2024;2024;1;FEV;IMPO;Santos;85.194.276/0001-00;REAL DONO;Z;Almeida Gonçalves e Filhos;73.582.194/0001-54;FORWARDER;Duarte Freitas e Filhos;Duarte Freitas e Filhos;83.067.954/0001-49;83.067.954;REAL DONO;da Mota;72.506.814/0001-03;FORNECEDOR;MAERSK LINE;54 - DESCRIÇÃO NCM2;5426 - DESCRIÇÃO NCM4;ISO;EUROPA;COREIA DO SUL;LOS ANGELES;ECSA;BRAZIL;PARANAGUA;0.86;SIM
11/08/2024;2024;2;FEV;EXPO;das Neves e Filhos;91.284.067/0001-50;REAL DONO;Silva e Filhos;da Rosa Siqueira - EI;24.971.560/0001-51;NVOCC;Moraes S/A;Moraes S/A;53.902.648/0001-10;53.902.648;AGENTE;Souza Pinto - EI;21.839.746/0001-63;FORNECEDOR;YANG MING;94 - DESCRIÇÃO NCM2;9441 - DESCRIÇÃO NCM4;ISO;OCEANIA;JAPAO;LOS ANGELES;ECSA;URUGUAI;MONTEVIDEU;0.14;NAO
17/02/2025;2025;3;NOV;IMPO;da Mata Novaes S/A;71.543.629/0001-26;AGENTE;Guerra S/A;Teixeira;94.036.278/0001-62;FORWARDER;Aparecida Macedo S/A;Aparecida Macedo S/A;72.396.504/0001-83;72.396.504;REAL DONO;Nunes;57.318.426/0001-05;REAL DONO;MSC;19 - DESCRIÇÃO NCM2;1936 - DESCRIÇÃO NCM4;REF;AMERICA DO SUL;EUA;SHANGHAI;EUROPA;ALEMANHA;ITAJAI;1.37;NAO
28/03/2025;2025;3;JUL;EXPO;da Cruz Moura e Filhos;15.367.290/0001-83;REAL DONO;Moreira;Garcia;41.782.069/0001-00;NVOCC;Moreira e Filhos;Moreira e Filhos;49.708.621/0001-13;49.708.621;AGENTE;da Rosa;67.491.502/0001-33;FORNECEDOR;EVERGREEN;19 - DESCRIÇÃO NCM2;1967 - DESCRIÇÃO NCM4;ISO;AMERICA DO NORTE;ITALIA;SHANGHAI;ASIA;BRAZIL;RIO DE JANEIRO;4.2;NAO
01/01/2024;2024;4;MAI;IMPO;Porto;25.718.436/0001-41;FORNECEDOR;Caldeira - EI;Abreu;47.192.650/0001-40;FORWARDER;da Cruz;da Cruz;07.159.486/0001-54;7.159.486;FORNECEDOR;Freitas;39.205.864/0001-85;REAL DONO;MSC;34 - DESCRIÇÃO NCM2;3473 - DESCRIÇÃO NCM4;OT;FAR EAST / JAP / SE ASIA;TAIWAN;TAIPEI;AMERICA DO NORTE;EUA;MONTEVIDEU;2.13;NAO
29/01/2025;2025;1;JUL;EXPO;Rodrigues;53.981.047/0001-40;FORNECEDOR;Castro Costa - EI;da Conceição;57.382.460/0001-49;FORWARDER;Monteiro - ME;Monteiro - ME;91.475.263/0001-02;91.475.263;REAL DONO;Ribeiro - ME;85.236.417/0001-00;FORNECEDOR;EVERGREEN;64 - DESCRIÇÃO NCM2;6497 - DESCRIÇÃO NCM4;FR;FAR EAST / JAP / SE ASIA;CHINA;TAIPEI;EUROPA;BRAZIL;RIO DE JANEIRO;2.28;SIM
21/08/2024;2024;3;JUN;EXPO;Lopes Barros S.A.;21.396.740/0001-69;REAL DONO;Martins;Guerra S/A;67.532.901/0001-03;AGENTE;Rodrigues;Rodrigues;51.083.674/0001-38;51.083.674;FORNECEDOR;Duarte;97.165.803/0001-38;REAL DONO;MAERSK LINE;13 - DESCRIÇÃO NCM2;139 - DESCRIÇÃO NCM4;DRY;FAR EAST / JAP / SE ASIA;TAIWAN;TOKYO;AMERICA DO NORTE;BRAZIL;MONTEVIDEU;3.38;SIM
08/10/2024;2024;4;MAR;IMPO;da Rosa;97.580.431/0001-06;REAL DONO;Campos;Martins S/A;87.205.316/0001-06;NVOCC;Vieira Leão e Filhos;Vieira Leão e Filhos;09.632.754/0001-39;9.632.754;AGENTE;Silveira S/A;35.892.176/0001-80;FORNECEDOR;EVERGREEN;97 - DESCRIÇÃO NCM2;9781 - DESCRIÇÃO NCM4;DRY;AMERICA DO NORTE;JAPAO;TAIPEI;ASIA;ALEMANHA;BUENOS AIRES;2.94;NAO
05/08/2024;2024;4;NOV;IMPO;Macedo;43.798.251/0001-76;REAL DONO;da Cunha Mendes S/A;Andrade S/A;61.473.058/0001-47;NVOCC;Costela;Costela;86.752.930/0001-17;86.752.930;REAL DONO;Gonçalves Pires S/A;45.320.168/0001-12;REAL DONO;HAPAG-LLOYD;91 - DESCRIÇÃO NCM2;9192 - DESCRIÇÃO NCM4;FR;OCEANIA;ALEMANHA;SHANGHAI;ASIA;BRAZIL;RIO DE JANEIRO;2.8;SIM
17/01/2025;2025;1;DEZ;EXPO;Aparecida Caldeira S.A.;38.640.759/0001-01;REAL DONO;Costa Vieira - ME;da Paz Castro Ltda.;41.608.372/0001-82;AGENTE;BCO;Martins Casa Grande - ME;32.145.698/0001-20;32.145.698;AGENTE;Ferreira - ME;76.359.218/0001-07;FORNECEDOR;HAPAG-LLOYD;47 - DESCRIÇÃO NCM2;4745 - DESCRIÇÃO NCM4;FR;EUROPA;COREIA DO SUL;TAIPEI;ECSA;ALEMANHA;RIO DE JANEIRO;2.13;SIM
27/09/2024;2024;4;DEZ;IMPO;da Cruz;26.150.984/0001-80;AGENTE;Sampaio;Lima;71.245.903/0001-80;NVOCC;Camargo;Camargo;47.192.836/0001-07;47.192.836;AGENTE;Viana - ME;06.281.537/0001-53;FORNECEDOR;MSC;77 - DESCRIÇÃO NCM2;7735 - DESCRIÇÃO NCM4;OT;AMERICA DO SUL;JAPAO;SHANGHAI;EUROPA;BRAZIL;RIO DE JANEIRO;2.56;NAO
16/02/2024;2024;2;ABR;EXPO;Dias - EI;43.026.198/0001-95;AGENTE;das Neves - ME;Vasconcelos Ltda.;72.041.958/0001-31;FORWARDER;BCO;Vargas;52.713.946/0001-07;52.713.946;REAL DONO;Cavalcanti Rezende S.A.;52.146.903/0001-89;REAL DONO;EVERGREEN;74 - DESCRIÇÃO NCM2;7428 - DESCRIÇÃO NCM4;OT;AMERICA DO NORTE;JAPAO;TOKYO;AMERICA DO NORTE;EUA;ITAJAI;4.23;SIM
05/02/2025;2025;3;JUL;IMPO;Nunes Macedo S.A.;06.382.741/0001-60;AGENTE;Pacheco;Silveira Ltda.;14.098.236/0001-17;AGENTE;Vasconcelos;Vasconcelos;78.562.340/0001-01;78.562.340;FORNECEDOR;Vieira S.A.;28.046.539/0001-09;FORNECEDOR;MSC;96 - DESCRIÇÃO NCM2;9623 - DESCRIÇÃO NCM4;FR;AMERICA DO NORTE;ALEMANHA;TAIPEI;ECSA;ARGENTINA;MONTEVIDEU;1.57;NAO
06/08/2025;2025;3;NOV;IMPO;Nunes;48.607.513/0001-91;FORNECEDOR;Rios;Oliveira;29.106.487/0001-73;NVOCC;Melo - EI;Melo - EI;43.581.976/0001-08;43.581.976;FORNECEDOR;Nunes;75.864.932/0001-81;FORNECEDOR;HAPAG-LLOYD;96 - DESCRIÇÃO NCM2;9629 - DESCRIÇÃO NCM4;FR;AMERICA DO NORTE;CHINA;TOKYO;ECSA;URUGUAI;SANTOS;0.92;SIM
29/07/2024;2024;3;JUN;EXPO;Machado Câmara S/A;98.640.317/0001-97;AGENTE;Souza da Mota - ME;Vasconcelos Ltda.;81.649.025/0001-12;FORWARDER;Barros Moura S/A;Barros Moura S/A;05.368.492/0001-96;5.368.492;FORNECEDOR;Duarte Alves - EI;94.712.530/0001-06;FORNECEDOR;EVERGREEN;11 - DESCRIÇÃO NCM2;1196 - DESCRIÇÃO NCM4;DRY;AMERICA DO SUL;ALEMANHA;SHANGHAI;ASIA;BRAZIL;RIO DE JANEIRO;2.27;NAO
16/05/2025;2025;2;JUL;EXPO;Macedo;16.804.935/0001-60;REAL DONO;Moura;Souza;83.954.621/0001-31;NVOCC;BCO;Sales - EI;04.256.719/0001-49;4.256.719;REAL DONO;Melo S.A.;38.762.195/0001-80;REAL DONO;ONE;73 - DESCRIÇÃO NCM2;7388 - DESCRIÇÃO NCM4;ISO;OCEANIA;ITALIA;LOS ANGELES;ECSA;URUGUAI;ITAJAI;2.87;NAO
28/05/2024;2024;2;ABR;IMPO;Fogaça Costa - EI;69.825.031/0001-88;FORNECEDOR;Alves Azevedo - ME;Cavalcante;06.927.145/0001-19;NVOCC;BCO;Porto;39.516.087/0001-90;39.516.087;REAL DONO;Monteiro;31.570.924/0001-57;FORNECEDOR;MAERSK LINE;64 - DESCRIÇÃO NCM2;6444 - DESCRIÇÃO NCM4;REF;OCEANIA;ITALIA;TAIPEI;ECSA;ARGENTINA;MONTEVIDEU;3.83;NAO
20/07/2024;2024;1;FEV;IMPO;Machado Teixeira - ME;20.376.948/0001-53;REAL DONO;Monteiro Oliveira - EI;Ferreira e Filhos;20.386.794/0001-80;AGENTE;Freitas;Freitas;39.648.720/0001-01;39.648.720;AGENTE;Sousa;07.984.516/0001-67;FORNECEDOR;MAERSK LINE;10 - DESCRIÇÃO NCM2;1048 - DESCRIÇÃO NCM4;OT;FAR EAST / JAP / SE ASIA;ALEMANHA;NINGBO;ASIA;EUA;PARANAGUA;3.29;SIM
11/11/2024;2024;3;FEV;EXPO;Montenegro;97.465.038/0001-71;AGENTE;Correia;Sousa;98.263.170/0001-63;NVOCC;Freitas Lima - ME;Freitas Lima - ME;57.490.218/0001-99;57.490.218;FORNECEDOR;Viana Fogaça Ltda.;06.923.758/0001-88;FORNECEDOR;ONE;11 - DESCRIÇÃO NCM2;1110 - DESCRIÇÃO NCM4;FR;AMERICA DO SUL;CHINA;TAIPEI;EUROPA;URUGUAI;RIO DE JANEIRO;4.82;NAO
08/10/2024;2024;4;MAR;EXPO;Cassiano Cavalcanti Ltda.;63.274.510/0001-77;REAL DONO;Z;Campos;74.165.832/0001-02;AGENTE;Costa;Costa;03.716.485/0001-02;3.716.485;REAL DONO;Nascimento;34.728.059/0001-12;FORNECEDOR;COSCO;83 - DESCRIÇÃO NCM2;8355 - DESCRIÇÃO NCM4;DRY;FAR EAST / JAP / SE ASIA;TAIWAN;TAIPEI;EUROPA;ALEMANHA;BUENOS AIRES;3.35;NAO
21/11/2024;2024;1;JUL;IMPO;Lima;18.960.243/0001-37;FORNECEDOR;Duarte e Filhos;Silveira;29.780.465/0001-94;FORWARDER;BCO;Rezende;84.709.635/0001-52;84.709.635;AGENTE;Gomes;69.254.730/0001-15;REAL DONO;EVERGREEN;67 - DESCRIÇÃO NCM2;6711 - DESCRIÇÃO NCM4;REF;OCEANIA;ALEMANHA;LOS ANGELES;ASIA;ALEMANHA;BUENOS AIRES;3.3;SIM
10/06/2025;2025;2;SET;IMPO;Mendes Ltda.;34.905.672/0001-68;AGENTE;Z;Cavalcanti Duarte e Filhos;24.938.756/0001-44;FORWARDER;Sampaio;Sampaio;26.073.589/0001-41;26.073.589;AGENTE;Mendonça Câmara - EI;53.672.814/0001-39;REAL DONO;ONE;8 - DESCRIÇÃO NCM2;866 - DESCRIÇÃO NCM4;REF;AMERICA DO SUL;COREIA DO SUL;HAMBURGO;ASIA;ARGENTINA;BUENOS AIRES;2.35;SIM
21/08/2024;2024;2;DEZ;EXPO;Lopes S/A;21.406.975/0001-94;AGENTE;Duarte;Pastor - EI;12.036.597/0001-03;FORWARDER;Rocha Cassiano Ltda.;Rocha Cassiano Ltda.;07.526.819/0001-36;7.526.819;AGENTE;Duarte;64.381.507/0001-15;REAL DONO;YANG MING;59 - DESCRIÇÃO NCM2;5920 - DESCRIÇÃO NCM4;OT;AMERICA DO SUL;TAIWAN;NINGBO;EUROPA;URUGUAI;ITAJAI;3.3;SIM
12/06/2024;2024;2;JUN;IMPO;Mendes;68.935.207/0001-91;AGENTE;Lima;Duarte Cirino S.A.;34.709.816/0001-00;AGENTE;Nascimento Farias e Filhos;Nascimento Farias e Filhos;91.652.870/0001-09;91.652.870;REAL DONO;Gomes e Filhos;13.846.052/0001-25;REAL DONO;EVERGREEN;98 - DESCRIÇÃO NCM2;9823 - DESCRIÇÃO NCM4;REF;EUROPA;COREIA DO SUL;TAIPEI;ECSA;ALEMANHA;BUENOS AIRES;1.48;SIM
27/06/2025;2025;3;JUL;EXPO;Vieira;72.930.541/0001-20;FORNECEDOR;Mendonça;Andrade;27.985.041/0001-30;AGENTE;Cavalcanti;Cavalcanti;34.902.581/0001-79;34.902.581;AGENTE;Dias;17.036.954/0001-57;REAL DONO;YANG MING;85 - DESCRIÇÃO NCM2;8575 - DESCRIÇÃO NCM4;REF;FAR EAST / JAP / SE ASIA;ITALIA;BUSAN;EUROPA;BRAZIL;PARANAGUA;3.5;SIM
31/07/2025;2025;4;DEZ;EXPO;Azevedo Ribeiro - EI;78.945.316/0001-43;REAL DONO;Santos;Camargo;47.063.281/0001-95;AGENTE;BCO;Garcia Costa Ltda.;24.857.310/0001-95;24.857.310;REAL DONO;da Mata;94.580.172/0001-25;REAL DONO;HAPAG-LLOYD;85 - DESCRIÇÃO NCM2;8536 - DESCRIÇÃO NCM4;FR;AMERICA DO NORTE;ITALIA;SHANGHAI;EUROPA;ALEMANHA;PARANAGUA;3.58;SIM
04/02/2024;2024;1;NOV;IMPO;Pimenta - EI;62.517.430/0001-32;AGENTE;Cunha;Costela S.A.;98.723.160/0001-63;NVOCC;Araújo - ME;Araújo - ME;24.891.750/0001-69;24.891.750;FORNECEDOR;Pires Borges e Filhos;12.340.697/0001-29;REAL DONO;COSCO;78 - DESCRIÇÃO NCM2;7878 - DESCRIÇÃO NCM4;DRY;AMERICA DO SUL;ITALIA;BUSAN;ASIA;URUGUAI;SANTOS;3.42;NAO
20/05/2024;2024;1;OUT;IMPO;Albuquerque;73.524.169/0001-14;FORNECEDOR;Z;Albuquerque;93.481.627/0001-92;AGENTE;BCO;Sousa;91.376.048/0001-54;91.376.048;FORNECEDOR;da Paz - ME;10.964.728/0001-97;FORNECEDOR;MAERSK LINE;62 - DESCRIÇÃO NCM2;622 - DESCRIÇÃO NCM4;REF;AMERICA DO NORTE;CHINA;HAMBURGO;EUROPA;ARGENTINA;SANTOS;0.78;NAO
03/11/2024;2024;2;NOV;EXPO;Câmara S.A.;46.375.809/0001-07;FORNECEDOR;da Costa - ME;Novaes;80.516.492/0001-01;FORWARDER;BCO;Araújo S/A;01.276.954/0001-94;1.276.954;FORNECEDOR;Vasconcelos Cavalcanti S/A;02.815.374/0001-90;REAL DONO;YANG MING;97 - DESCRIÇÃO NCM2;9761 - DESCRIÇÃO NCM4;OT;OCEANIA;ITALIA;HAMBURGO;AMERICA DO NORTE;ALEMANHA;BUENOS AIRES;0.19;SIM
01/09/2024;2024;4;JUN;IMPO;Lopes;81.675.324/0001-21;REAL DONO;Oliveira;Correia S.A.;35.921.768/0001-82;NVOCC;Ferreira Pinto Ltda.;Ferreira Pinto Ltda.;04.971.653/0001-79;4.971.653;FORNECEDOR;Farias;68.249.317/0001-08;REAL DONO;HAPAG-LLOYD;32 - DESCRIÇÃO NCM2;3262 - DESCRIÇÃO NCM4;DRY;FAR EAST / JAP / SE ASIA;ALEMANHA;HAMBURGO;EUROPA;URUGUAI;SANTOS;4.49;SIM
08/06/2025;2025;4;FEV;EXPO;Moraes S/A;48.297.365/0001-56;REAL DONO;Macedo;da Luz;74.093.528/0001-99;AGENTE;BCO;Lima;84.623.590/0001-07;84.623.590;FORNECEDOR;Vargas;63.874.195/0001-19;REAL DONO;EVERGREEN;70 - DESCRIÇÃO NCM2;7092 - DESCRIÇÃO NCM4;DRY;FAR EAST / JAP / SE ASIA;COREIA DO SUL;TAIPEI;ASIA;URUGUAI;RIO DE JANEIRO;4.49;SIM
25/09/2024;2024;3;DEZ;IMPO;Santos e Filhos;25.980.147/0001-16;REAL DONO;Vieira Santos S.A.;Mendes;47.253.810/0001-13;AGENTE;BCO;Ribeiro;36.190.824/0001-19;36.190.824;AGENTE;Lima Novaes Ltda.;04.287.953/0001-33;FORNECEDOR;MSC;5 - DESCRIÇÃO NCM2;530 - DESCRIÇÃO NCM4;FR;AMERICA DO SUL;JAPAO;LOS ANGELES;ECSA;ALEMANHA;SANTOS;0.33;NAO
07/08/2025;2025;3;MAR;IMPO;Camargo Ramos Ltda.;13.846.792/0001-61;REAL DONO;Silva - EI;Sales;90.521.874/0001-87;FORWARDER;Santos Costela Ltda.;Santos Costela Ltda.;06.194.728/0001-88;6.194.728;REAL DONO;Albuquerque Ltda.;13.806.429/0001-12;FORNECEDOR;YANG MING;95 - DESCRIÇÃO NCM2;9542 - DESCRIÇÃO NCM4;DRY;AMERICA DO SUL;CHINA;BUSAN;ECSA;EUA;MONTEVIDEU;2.7;SIM
01/03/2025;2025;1;ABR;IMPO;Gomes;74.835.061/0001-05;FORNECEDOR;Z;Freitas S.A.;25.690.347/0001-34;FORWARDER;Oliveira S.A.;Oliveira S.A.;29.748.130/0001-99;29.748.130;FORNECEDOR;Montenegro;71.429.860/0001-93;FORNECEDOR;HAPAG-LLOYD;26 - DESCRIÇÃO NCM2;2645 - DESCRIÇÃO NCM4;OT;OCEANIA;COREIA DO SUL;TOKYO;ASIA;ARGENTINA;ITAJAI;2.23;NAO
30/09/2024;2024;4;JUN;EXPO;Viana;87.456.192/0001-23;FORNECEDOR;Andrade;Ferreira S.A.;38.502.914/0001-23;AGENTE;Cassiano S.A.;Cassiano S.A.;13.879.452/0001-37;13.879.452;AGENTE;Castro Ribeiro S/A;36.970.841/0001-79;FORNECEDOR;HAPAG-LLOYD;5 - DESCRIÇÃO NCM2;572 - DESCRIÇÃO NCM4;OT;OCEANIA;ALEMANHA;HAMBURGO;EUROPA;EUA;SANTOS;4.89;NAO
18/02/2025;2025;2;JUL;IMPO;Machado - EI;41.086.597/0001-16;AGENTE;Vasconcelos Leão Ltda.;Montenegro - ME;31.895.740/0001-67;FORWARDER;Pinto;Pinto;85.906.324/0001-46;85.906.324;AGENTE;Jesus;93.582.467/0001-78;FORNECEDOR;MSC;64 - DESCRIÇÃO NCM2;6415 - DESCRIÇÃO NCM4;ISO;FAR EAST / JAP / SE ASIA;TAIWAN;HAMBURGO;ECSA;URUGUAI;ITAJAI;1.2;NAO
29/07/2025;2025;2;DEZ;EXPO;Silva e Filhos;28.379.640/0001-73;FORNECEDOR;Z;Moura;91.276.530/0001-12;NVOCC;BCO;Borges;79.064.283/0001-95;79.064.283;FORNECEDOR;Montenegro;08.965.713/0001-00;FORNECEDOR;HAPAG-LLOYD;57 - DESCRIÇÃO NCM2;5792 - DESCRIÇÃO NCM4;FR;AMERICA DO SUL;COREIA DO SUL;TAIPEI;ASIA;EUA;RIO DE JANEIRO;3.35;SIM
29/04/2025;2025;4;NOV;IMPO;Sousa Santos S.A.;40.786.139/0001-27;FORNECEDOR;Pereira Novaes e Filhos;Correia - ME;53.681.947/0001-71;NVOCC;BCO;Rios;94.162.803/0001-96;94.162.803;REAL DONO;Porto;52.709.384/0001-10;FORNECEDOR;EVERGREEN;20 - DESCRIÇÃO NCM2;2050 - DESCRIÇÃO NCM4;DRY;EUROPA;TAIWAN;SHANGHAI;ASIA;ALEMANHA;SANTOS;2.34;NAO
24/08/2024;2024;3;FEV;IMPO;Rocha Mendonça S/A;69.327.148/0001-31;FORNECEDOR;Nascimento Borges S/A;Araújo;69.740.132/0001-56;FORWARDER;da Costa Sousa S.A.;da Costa Sousa S.A.;78.132.954/0001-45;78.132.954;FORNECEDOR;da Mata S/A;65.942.381/0001-73;FORNECEDOR;EVERGREEN;82 - DESCRIÇÃO NCM2;8279 - DESCRIÇÃO NCM4;FR;AMERICA DO SUL;COREIA DO SUL;TAIPEI;AMERICA DO NORTE;BRAZIL;SANTOS;4.69;SIM
05/11/2024;2024;3;ABR;IMPO;Cassiano Barbosa S/A;47.158.632/0001-41;AGENTE;Montenegro;Martins;87.910.532/0001-44;AGENTE;da Rosa;da Rosa;20.497.583/0001-15;20.497.583;REAL DONO;Abreu;94.305.172/0001-17;FORNECEDOR;ONE;98 - DESCRIÇÃO NCM2;9826 - DESCRIÇÃO NCM4;ISO;FAR EAST / JAP / SE ASIA;EUA;NINGBO;ECSA;ARGENTINA;BUENOS AIRES;3.99;NAO
13/09/2024;2024;1;AGO;IMPO;da Conceição S/A;50.187.946/0001-87;REAL DONO;da Rosa;Câmara - EI;31.785.490/0001-02;AGENTE;BCO;Cassiano;54.623.701/0001-06;54.623.701;REAL DONO;Souza Albuquerque S.A.;32.918.045/0001-36;FORNECEDOR;HAPAG-LLOYD;50 - DESCRIÇÃO NCM2;5029 - DESCRIÇÃO NCM4;REF;OCEANIA;COREIA DO SUL;LOS ANGELES;ASIA;URUGUAI;MONTEVIDEU;1.02;SIM
06/09/2024;2024;3;JUN;EXPO;Silveira S.A.;71.245.398/0001-74;AGENTE;Sá;Duarte S.A.;89.602.154/0001-67;FORWARDER;Silva;Silva;13.645.982/0001-10;13.645.982;REAL DONO;da Cunha e Filhos;86.973.501/0001-70;REAL DONO;HAPAG-LLOYD;71 - DESCRIÇÃO NCM2;7131 - DESCRIÇÃO NCM4;REF;FAR EAST / JAP / SE ASIA;CHINA;TOKYO;ASIA;EUA;SANTOS;0.43;NAO
15/05/2025;2025;4;DEZ;EXPO;Correia Guerra Ltda.;04.358.679/0001-46;REAL DONO;Z;Vargas - EI;70.625.431/0001-29;FORWARDER;Fogaça;Fogaça;45.681.790/0001-56;45.681.790;REAL DONO;da Paz Ltda.;43.925.607/0001-95;REAL DONO;HAPAG-LLOYD;92 - DESCRIÇÃO NCM2;9212 - DESCRIÇÃO NCM4;DRY;FAR EAST / JAP / SE ASIA;TAIWAN;SHANGHAI;ECSA;ALEMANHA;SANTOS;1.8;NAO
09/09/2024;2024;3;MAI;IMPO;Cardoso;65.280.147/0001-28;REAL DONO;Cunha - ME;Castro;97.834.012/0001-53;AGENTE;Sousa Ltda.;Sousa Ltda.;51.369.724/0001-48;51.369.724;REAL DONO;Cassiano;08.763.451/0001-92;REAL DONO;MSC;38 - DESCRIÇÃO NCM2;3885 - DESCRIÇÃO NCM4;OT;FAR EAST / JAP / SE ASIA;JAPAO;BUSAN;ASIA;ALEMANHA;MONTEVIDEU;3.34;SIM
05/04/2024;2024;4;MAI;IMPO;Santos;47.589.301/0001-66;AGENTE;Z;Silveira;49.350.862/0001-33;FORWARDER;Andrade;Andrade;72.815.694/0001-26;72.815.694;AGENTE;Mendes;52.789.163/0001-07;REAL DONO;YANG MING;10 - DESCRIÇÃO NCM2;1085 - DESCRIÇÃO NCM4;FR;OCEANIA;EUA;NINGBO;ASIA;ARGENTINA;PARANAGUA;4.48;SIM
21/07/2025;2025;4;MAR;EXPO;Aragão e Filhos;31.782.490/0001-59;REAL DONO;Fogaça e Filhos;Guerra;74.859.130/0001-10;FORWARDER;Carvalho;Carvalho;32.041.956/0001-28;32.041.956;FORNECEDOR;Teixeira e Filhos;48.206.793/0001-26;REAL DONO;EVERGREEN;68 - DESCRIÇÃO NCM2;6866 - DESCRIÇÃO NCM4;DRY;OCEANIA;ITALIA;NINGBO;AMERICA DO NORTE;EUA;PARANAGUA;1.55;SIM
06/06/2024;2024;2;DEZ;IMPO;Nascimento Pastor - EI;81.592.370/0001-67;FORNECEDOR;Barros Viana e Filhos;Silveira;54.018.327/0001-10;AGENTE;BCO;Leão S.A.;41.695.308/0001-86;41.695.308;FORNECEDOR;Duarte;57.609.318/0001-91;FORNECEDOR;COSCO;81 - DESCRIÇÃO NCM2;8160 - DESCRIÇÃO NCM4;REF;OCEANIA;CHINA;BUSAN;ASIA;URUGUAI;MONTEVIDEU;4.78;SIM
01/09/2024;2024;3;NOV;IMPO;da Cunha;26.710.358/0001-00;REAL DONO;Lopes;Carvalho;41.350.279/0001-10;NVOCC;Costela;Costela;97.312.405/0001-05;97.312.405;FORNECEDOR;Martins Andrade Ltda.;32.987.150/0001-27;REAL DONO;CMA CGM;75 - DESCRIÇÃO NCM2;7574 - DESCRIÇÃO NCM4;DRY;AMERICA DO SUL;TAIWAN;LOS ANGELES;EUROPA;ARGENTINA;BUENOS AIRES;1.41;NAO
23/10/2024;2024;3;ABR;IMPO;Silveira Mendonça S.A.;13.052.789/0001-76;AGENTE;Pereira;Lopes da Cruz Ltda.;75.832.016/0001-60;FORWARDER;BCO;das Neves Vasconcelos S.A.;81.534.760/0001-80;81.534.760;REAL DONO;Costa;76.253.184/0001-63;FORNECEDOR;MSC;28 - DESCRIÇÃO NCM2;2843 - DESCRIÇÃO NCM4;OT;OCEANIA;COREIA DO SUL;TOKYO;ASIA;URUGUAI;RIO DE JANEIRO;2.57;NAO
15/09/2024;2024;3;MAR;IMPO;da Luz;06.579.231/0001-88;AGENTE;Fonseca - EI;Duarte;29.170.458/0001-70;FORWARDER;Marques Pacheco Ltda.;Marques Pacheco Ltda.;56.701.324/0001-01;56.701.324;FORNECEDOR;Leão;87.342.950/0001-82;REAL DONO;COSCO;99 - DESCRIÇÃO NCM2;9977 - DESCRIÇÃO NCM4;OT;EUROPA;ALEMANHA;HAMBURGO;ECSA;URUGUAI;PARANAGUA;3.26;NAO
02/02/2025;2025;1;JUL;IMPO;Freitas;15.624.039/0001-57;REAL DONO;das Neves Vargas S/A;da Mata e Filhos;73.451.692/0001-68;FORWARDER;Cardoso Fernandes - EI;Cardoso Fernandes - EI;54.627.081/0001-83;54.627.081;REAL DONO;Camargo Sales S/A;72.941.683/0001-92;FORNECEDOR;EVERGREEN;64 - DESCRIÇÃO NCM2;6441 - DESCRIÇÃO NCM4;OT;AMERICA DO NORTE;COREIA DO SUL;TOKYO;AMERICA DO NORTE;URUGUAI;SANTOS;4.2;NAO
18/04/2024;2024;1;JUL;IMPO;da Mata Costela Ltda.;26.954.783/0001-36;FORNECEDOR;Jesus Farias e Filhos;da Conceição - EI;97.125.380/0001-22;AGENTE;Barros Cavalcante e Filhos;Barros Cavalcante e Filhos;82.451.076/0001-06;82.451.076;AGENTE;Albuquerque;81.935.647/0001-07;REAL DONO;YANG MING;92 - DESCRIÇÃO NCM2;9263 - DESCRIÇÃO NCM4;OT;OCEANIA;COREIA DO SUL;HAMBURGO;ASIA;ARGENTINA;MONTEVIDEU;3.07;NAO
